trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
2020-04-09 03:23:53,36722699017270,fraud_Wisozk and Sons,misc_pos,8.16,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,85173,33.2887,-111.0985,2872,Petroleum engineer,1987-10-28,6f4a287ae853abac473ce5e98a7bf523,1365477833,34.209232,-110.192174,1
2020-02-21 08:27:24,4826655832045236,"fraud_Schaefer, Maggio and Daugherty",gas_transport,56.32,Tami,Forbes,F,5204 Robinson Plaza Suite 897,Barnstable,MA,2630,41.6983,-70.3001,1850,Counselling psychologist,1963-12-29,9a75ab64ece5bffbdf9b1f733cbe8f15,1361435244,41.564632,-70.191124,0
2020-01-11 16:53:09,4586810168620942,"fraud_Fadel, Mertz and Rippin",entertainment,82.94,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",1997-07-05,d9a14e164216cc46f6b183a3a5ed5d0b,1357923189,33.19845,-79.310487,0
2020-03-30 07:28:40,3587960728692500,fraud_Marks Inc,gas_transport,56.21,Kathy,Hughes,F,02110 Lucas Freeway Suite 517,Battle Creek,IA,51006,42.3327,-95.6045,1075,"Teacher, early years/pre",1997-01-02,890694197d2f3e3dad62ae9526362038,1364628520,43.134566,-95.050428,0
2020-03-16 15:24:32,3511058278399773,fraud_Kutch-Ferry,home,91.84,Briana,Santos,F,702 Tabitha Drive,New Goshen,IN,47863,39.5803,-87.4616,205,"Engineer, mining",1960-01-06,4640487070276f1e10eb3f012280e0b9,1363447472,39.181028000000005,-88.344865,0
2020-04-13 17:13:59,38052002992326,fraud_Haag-Blanda,food_dining,64.32,Anna,Logan,F,3522 Park Wells Suite 528,Cleveland,TX,77327,30.33,-95.0202,34153,Building surveyor,1995-09-11,8e75ea3daed399cb6b15ec647507dd5e,1365873239,30.373687,-95.560118,0
2020-04-22 05:18:05,3506042666828517,"fraud_Heathcote, Yost and Kertzmann",shopping_net,1.26,Christine,Burns,F,343 Hannah Parkway,Comfort,WV,25049,38.1372,-81.5962,630,Fine artist,1959-07-30,602d4a2a717df053b8587a48d25f6e59,1366607885,38.303757,-82.088488,0
2020-01-02 19:42:15,4377338765909719,fraud_Champlin-Casper,home,16.46,Nicholas,Mcmahon,M,2123 Jonathan Falls Suite 753,Heiskell,TN,37754,36.115,-84.0438,4729,"Geologist, wellsite",1982-04-19,d57ef9116d7af7088e8677231aa93536,1357155735,36.738217,-83.675113,0
2020-03-08 07:44:29,4003989662068504,"fraud_Huel, Hammes and Witting",grocery_pos,48.66,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,1989-02-08,459e7c6c35f7c2f11dd1733296b309b1,1362728669,33.070169,-87.915858,0
2020-06-02 13:03:31,6592861994408652,fraud_Renner Ltd,home,35.97,Ashley,Whitehead,F,58188 Madison Meadow Apt. 949,Cowlesville,NY,14037,42.8112,-78.4481,1166,Colour technologist,1983-06-12,a7ed7a8224c97014b582bc0c7dff44e9,1370178211,43.260295,-77.555098,0
2020-02-12 10:13:00,30273037698427,fraud_Kuvalis Ltd,gas_transport,67.6,Andrew,Patterson,M,06959 Stephen Branch Suite 246,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,2000-06-13,39f63c7205c3658002dbfe6df798f1ee,1360663980,35.524640999999995,-91.280972,0
2019-12-30 17:47:08,2248735346244816,fraud_Parker-Kunde,personal_care,60.95,Jacob,Weber,M,29156 Mark Park Apt. 108,Utica,KS,67584,38.6411,-100.138,269,Product/process development scientist,1962-11-11,699022c191969c335e6387177ad2d031,1356889628,38.552257,-100.346773,0
2020-03-07 20:09:27,4481131401752,fraud_Hoppe-Parisian,kids_pets,169.8,Frank,Foster,M,37910 Ward Lights,Shrewsbury,MA,1545,42.2848,-71.7205,35299,English as a second language teacher,1975-04-30,c5c602dc907bf4e1d30ed9a3e9a7adf9,1362686967,43.233038,-70.897409,0
2020-06-16 19:11:08,30561214688470,fraud_Rempel Inc,shopping_net,2.26,Gina,Morrison,F,41851 Victor Drives Suite 219,Allentown,PA,18103,40.5891,-75.4645,166081,"Scientist, research (maths)",1998-10-01,587b78a69109ecd11e54950df30d7cba,1371409868,41.250371,-74.51615799999999,0
2020-05-04 19:52:11,3568736585751727,fraud_Cormier LLC,health_fitness,75.33,Thomas,Cross,M,7566 Thompson Creek Apt. 827,Elkhart,IA,50073,41.8114,-93.4855,1195,Trading standards officer,1974-03-13,168e165647ef8bc6b72a3a6ed02b037f,1367697131,40.849167,-93.106676,0
2020-05-26 17:03:56,4951647200979051,fraud_Boyer PLC,misc_pos,9.25,Kimberly,Miller,F,75533 Tamara Valleys,Logan,IL,62856,37.9943,-88.9417,324,"Scientist, research (physical sciences)",1976-06-15,72b317b04bf692b8bec3815a11b0eaf0,1369587836,38.151827,-88.867795,0
2020-06-03 18:25:49,372246459334925,fraud_Auer LLC,personal_care,12.9,Rick,Martinez,M,062 Poole Hollow Apt. 815,Deadwood,SD,57732,44.3566,-103.6999,1979,Multimedia programmer,1970-03-13,920acc9ee8622de2df65aaf76999a738,1370283949,44.792078,-103.037427,0
2020-06-12 05:36:48,36721445180895,"fraud_Jenkins, Hauck and Friesen",gas_transport,98.53,Cesar,Smith,M,901 Ariel Points,Jefferson,NY,12093,42.4999,-74.6117,1666,Diagnostic radiographer,1968-07-01,a78526a2f4371a325c60970a3119332f,1371015408,41.577842,-75.203707,0
2020-05-24 05:00:30,6011552879910390,"fraud_Kihn, Abernathy and Douglas",shopping_net,95.57,Robert,Long,M,529 Joshua Knoll Apt. 511,Lonetree,WY,82936,41.0552,-110.1603,49,Research scientist (physical sciences),1981-07-05,bfd2ab7aa3b93332a273f9aa008269c4,1369371630,40.811873,-110.048397,0
2020-04-24 14:58:15,4725837176265195730,fraud_Bahringer-Streich,food_dining,22.16,Elizabeth,Mckee,F,358 Pruitt Square,Jay,FL,32565,30.8985,-87.1332,5719,Higher education careers adviser,1994-11-05,ade706926ca3cbc4add39eb35285f4ce,1366815495,31.491152000000003,-87.20406,0
2020-01-17 19:55:08,4181833256558613886,fraud_Windler LLC,kids_pets,17.4,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,4070d3532dae7e814b28ffd66b9dc7a6,1358452508,36.205541,-105.428226,0
2020-03-25 02:57:44,4191109180926792,fraud_Cole PLC,grocery_pos,220.53,Jennifer,Spencer,F,477 Wheeler Burg,Amanda,OH,43102,39.6251,-82.7552,4512,Farm manager,1992-10-03,399de3380bcd87baa71db2a9632fdcbc,1364180264,39.490924,-82.471811,0
2020-06-20 02:09:18,3596217206093829,fraud_Harris Inc,gas_transport,23.64,Sara,Ramirez,F,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,1988-03-25,a3fbb195bee5f68a09e752df221a2725,1371694158,39.991372,-91.035408,0
2020-06-16 18:51:38,4025612008285111,"fraud_Schaefer, Fay and Hilll",entertainment,13.78,Krystal,Key,F,23142 Montoya Island Apt. 742,Corsica,PA,15829,41.1762,-79.1976,1274,Maintenance engineer,1949-03-20,4e4ab9fc04a54ef34b26a07cab6aeed2,1371408698,41.021509,-79.712401,0
2020-06-15 19:23:35,4586810168620942,"fraud_Kihn, Brakus and Goyette",personal_care,2.4,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",1997-07-05,ed6a5bd515a3f7ae751b4ff62e2f05e3,1371324215,33.465137,-79.725173,0
2020-05-17 12:59:28,3518669219150142,fraud_Turcotte-Halvorson,misc_pos,6.42,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.23299999999999,31394,Hospital doctor,1996-11-12,954d030fc1ca7ba1e40ba7463cac2963,1368795568,39.782812,-84.551551,0
2020-02-27 00:27:31,4874006077381178,"fraud_Reichert, Rowe and Mraz",shopping_net,997.49,Patricia,Russell,F,89297 Wilson Green Suite 601,Moscow,IA,52760,41.5646,-91.0859,533,Chief Technology Officer,1990-01-13,09cb18cfb9bb8590f795044c86a0c1c7,1361924851,41.551509,-91.93914,1
2020-03-08 23:02:05,375974680629816,fraud_McGlynn-Heathcote,misc_net,113.26,Roberta,Mccarthy,F,94431 Matthew Mall Suite 296,Plymouth,CT,6782,41.6611,-73.0449,2376,Herpetologist,1973-04-06,22d3ddd29c370b1479f448411984ea36,1362783725,41.510894,-72.78496700000001,0
2020-06-16 01:50:10,3577663406369449,fraud_McDermott-Rice,misc_pos,7.13,Cody,Hooper,M,7233 John Parks,Lepanto,AR,72354,35.6069,-90.3359,2470,Counselling psychologist,1968-10-06,6dc5f31190eca290155313c0e9b1cd67,1371347410,35.384648,-89.98658499999999,0
2020-06-11 09:21:21,375974680629816,fraud_Kiehn Inc,grocery_pos,117.56,Roberta,Mccarthy,F,94431 Matthew Mall Suite 296,Plymouth,CT,6782,41.6611,-73.0449,2376,Herpetologist,1973-04-06,576ebdd731b261ee294fbe06c1e6ec6f,1370942481,41.460884,-72.449561,0
2020-01-18 14:34:48,346273234529002,fraud_Nader-Maggio,personal_care,6.94,Donna,Moreno,F,32301 Albert River Suite 364,Ronceverte,WV,24970,37.7418,-80.4626,4575,Statistician,1991-10-22,99883a262b07eb04438f2bbf2e532d53,1358519688,38.343144,-80.095961,0
2020-04-10 13:08:24,213148039875802,"fraud_O'Connell, Botsford and Hand",home,228.39,Jill,Jacobs,F,034 Kimberly Mountains,Brandon,FL,33510,27.9551,-82.2966,79613,Environmental consultant,1978-11-30,fb9add385d7ce2ca5c887c922570408b,1365599304,27.646971,-82.31926,0
2020-05-06 06:37:23,6011399591920186,fraud_Emard Inc,gas_transport,48.29,Maria,Roy,F,58665 Nicholas Ford Suite 348,Sheffield,MA,1257,42.1001,-73.3611,2121,Radio producer,1973-10-14,6452cf467dd44ed160f3f794af1e88c3,1367822243,41.113224,-73.798231,0
2020-05-04 17:28:43,60422928733,fraud_Shields-Wunsch,health_fitness,3.04,Jeffrey,Powers,M,38352 Parrish Road Apt. 652,North Augusta,SC,29860,33.6028,-81.9748,46944,Secondary school teacher,1942-04-02,734d7d437593ea2789d5e090e6f1ecdc,1367688523,34.416548,-82.402513,0
2019-12-29 23:06:40,3519607465576254,"fraud_Gutmann, McLaughlin and Wiza",home,121.03,Audrey,Gonzalez,F,34180 Lopez Plaza,Fields Landing,CA,95537,40.7268,-124.2174,276,"Scientist, audiological",1929-05-06,baa42225b11f7d228441c670293c2222,1356822400,40.753078,-123.90211,0
2020-03-26 20:56:33,38588538868506,"fraud_Parker, Nolan and Trantow",entertainment,25.77,Jacqueline,Curry,F,3047 Jeff Place,Marathon,TX,79842,30.1886,-103.2214,498,Lexicographer,1990-11-23,2196862ee5ba4c5e9f3ad13e74f9d323,1364331393,30.682835,-102.670112,0
2020-03-17 14:43:40,6011104316292105,fraud_Upton PLC,entertainment,40.57,Valerie,Davis,F,3861 Anderson Ramp Apt. 536,Drakes Branch,VA,23937,36.9688,-78.5615,1970,Energy engineer,1985-09-02,694f8e621b4abd5af852d61aa94c2a57,1363531420,36.052473,-78.144889,0
2020-05-05 05:15:45,4809701904914,"fraud_Hayes, Marquardt and Dibbert",misc_net,18.32,Sabrina,Nolan,F,312 Eric Expressway Apt. 014,Phenix City,AL,36869,32.4204,-85.0796,59744,Chemical engineer,1984-02-07,ce13d24089b187f2545090f6ec151d2b,1367730945,31.544894,-84.273004,0
2020-04-26 14:37:26,348253506557335,"fraud_Lesch, D'Amore and Brown",food_dining,137.49,Thomas,Gibson,M,32745 Silva Springs Suite 040,Grand Bay,AL,36541,30.4983,-88.3282,15647,Armed forces logistics/support/administrative officer,1948-03-22,9cbec1dd29542b54a2d687e05b0a6f31,1366987046,30.654409,-88.853977,0
2020-06-07 17:28:06,4586810168620942,fraud_Nolan-Williamson,kids_pets,33.77,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",1997-07-05,308028ee871b9aa9b7a19d649ee35d27,1370626086,33.242985,-80.717561,0
2020-04-26 08:59:24,4642255475285942,fraud_Volkman Ltd,misc_net,50.96,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",1987-04-23,49112845db284da16ec479b7c9c7613d,1366966764,38.885372,-110.336464,0
2020-05-24 20:51:11,30150717898388,"fraud_Medhurst, Labadie and Gottlieb",travel,6.91,Raymond,Lloyd,M,5930 Rebecca Bridge Apt. 444,Paint Rock,AL,35764,34.7031,-86.3068,653,Paediatric nurse,1966-06-19,77310e9ba2312418c9361c08a9f077f9,1369428671,35.313596999999994,-86.85905799999999,0
2020-06-15 20:24:37,3536818734263520,"fraud_Nienow, Barrows and Romaguera",personal_care,45.06,Gerald,Frank,M,95793 Andrea Ville Suite 533,Des Moines,IA,50314,41.603,-93.633,222785,Interior and spatial designer,1981-08-10,188d5d69d8ceb77d73ab013f3c57d6bc,1371327877,41.22209,-94.20197,0
2020-04-26 07:56:32,4855853415727304322,fraud_Pacocha-Bauch,shopping_pos,8.15,Justin,Aguilar,M,184 Miller Manors,Wittenberg,WI,54499,44.8232,-89.1665,3223,Senior tax professional/tax inspector,1954-06-30,cdc7c3ec435a69eb8ff3ebeb33db6fb9,1366962992,44.821655,-88.27123,0
2020-03-27 18:16:42,6011104316292105,fraud_Klein Group,entertainment,85.99,Valerie,Davis,F,3861 Anderson Ramp Apt. 536,Drakes Branch,VA,23937,36.9688,-78.5615,1970,Energy engineer,1985-09-02,3e008f0e312ed5d1d3fc8d2e80a1006a,1364408202,37.898148,-79.19587,0
2020-04-21 08:02:15,4169388510116,fraud_Eichmann-Russel,misc_pos,1.95,Marcia,Molina,F,6744 Jimmy Extensions,Port Gibson,NY,14537,43.033,-77.1575,207,Database administrator,1962-09-27,ce109ae8a9e2251c444b3e5b327c48a2,1366531335,43.773896,-77.790515,0
2020-04-19 15:48:05,30143713661454,fraud_Kutch-Ferry,home,45.27,Nicholas,Thornton,M,5270 Megan Burg Suite 756,Halma,MN,56729,48.6669,-96.5969,140,"Embryologist, clinical",1942-01-06,987599d9feda9ff405f0cbc4734679d6,1366386485,48.02264,-96.115597,0
2020-04-09 01:04:23,3562679455732797,fraud_Cole PLC,grocery_pos,104.4,Amanda,Jones,F,7320 Jennifer Forges,Queenstown,MD,21658,39.0026,-76.1424,3862,Maintenance engineer,1962-12-06,46cf22b41a0f704a2e0e4026ac4172c5,1365469463,38.24292,-76.662314,0
2020-06-19 11:15:19,4260128500325,fraud_Dicki Ltd,grocery_net,46.23,Whitney,Gallagher,F,0374 Courtney Islands Apt. 400,Deane,KY,41812,37.2409,-82.7696,230,"Conservation officer, historic buildings",1997-08-04,5069983c72d0ae5a85d18021f27f6bc7,1371640519,37.664652,-82.288948,0
2020-03-13 12:40:52,6011399591920186,"fraud_Haley, Batz and Auer",health_fitness,10.89,Maria,Roy,F,58665 Nicholas Ford Suite 348,Sheffield,MA,1257,42.1001,-73.3611,2121,Radio producer,1973-10-14,9163312f9010d1722565021b6250bbd7,1363178452,42.805071000000005,-72.837809,0
2020-06-02 17:58:11,4451952084362894,"fraud_Romaguera, Wehner and Tromp",kids_pets,51.43,Joseph,Davis,M,941 Adam Stravenue,Nazareth,TX,79063,34.5444,-102.1069,686,Petroleum engineer,1980-07-30,c1b395a1210e3353f6ae4e9735c03ad4,1370195891,34.465546,-102.400604,0
2020-04-10 12:43:53,3545109339866548,fraud_Volkman PLC,food_dining,2.84,Keith,Sanders,M,8030 Beck Motorway,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,1999-03-05,41861436ca734eb314605b9e14176740,1365597833,33.558764000000004,-91.074589,0
2020-01-23 12:08:03,3500969075198072,"fraud_Watsica, Haag and Considine",shopping_pos,190.74,Kenneth,Sanchez,M,0110 Ashley Forest,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,1999-05-31,85f84897b06d3a057cef8fd9e1658ac9,1358942883,47.415365,-117.471397,0
2020-04-14 03:36:23,4400011257587661852,fraud_McDermott-Weimann,grocery_pos,350.28,Marissa,Powell,F,474 Allen Haven,North Loup,NE,68859,41.4972,-98.7858,509,"Nurse, children's",1980-09-15,02b2e38764f257dd300bbce85be04d36,1365910583,42.371178,-99.517833,1
2020-03-25 01:44:44,376656886990758,"fraud_Casper, Hand and Zulauf",grocery_pos,81.69,Richard,Vance,M,169 Shelia Knoll Suite 753,Zavalla,TX,75980,31.1569,-94.3871,2836,"Designer, jewellery",1985-12-03,7f8400514a3024c71d715755571b570c,1364175884,31.04789,-94.499031,0
